NEPA_PROJECT,GEN_ACTIVITY,DATE_COMP,ACRES,SEQ_DAYS,SEQ_ACTIVITY,int
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2013-06-15,7.0,31 days 00:00:00.000000000,INT_CUT to INT_CUT,31
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2013-06-30,52.0,15 days 00:00:00.000000000,INT_CUT to INT_CUT,15
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2013-07-30,6.0,30 days 00:00:00.000000000,INT_CUT to INT_CUT,30
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2014-01-31,17.0,185 days 00:00:00.000000000,INT_CUT to INT_CUT,185
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2014-05-16,57.0,105 days 00:00:00.000000000,INT_CUT to INT_CUT,105
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2014-06-20,130.0,35 days 00:00:00.000000000,INT_CUT to INT_CUT,35
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2014-07-18,28.0,28 days 00:00:00.000000000,INT_CUT to INT_CUT,28
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-06-29,10.0,346 days 00:00:00.000000000,INT_CUT to INT_CUT,346
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-06-30,6.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-07-29,174.0,29 days 00:00:00.000000000,INT_CUT to INT_CUT,29
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-07-30,10.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-08-14,46.0,15 days 00:00:00.000000000,INT_CUT to INT_CUT,15
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-09-11,136.0,28 days 00:00:00.000000000,INT_CUT to INT_CUT,28
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2015-09-25,29.0,14 days 00:00:00.000000000,INT_CUT to INT_CUT,14
(PALS)DN & FONSI WEISER RIVER FUELS REDUCTION PROJECT,INT_CUT,2016-09-15,5.0,356 days 00:00:00.000000000,INT_CUT to INT_CUT,356
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2010-09-03,13.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)COW CAMP FUELS REDUCTION PROJECT,INT_CUT,2010-09-03,62.0,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2011-08-10,4.0,341 days 00:00:00.000000000,INT_CUT to EA-RH-FH,341
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2011-08-12,8.0,2 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,2
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2011-08-15,6.0,3 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,3
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2011-08-22,15.0,7 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,7
(PALS)COW CAMP FUELS REDUCTION PROJECT,EA-RH-FH,2011-08-29,7.0,7 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,7
(PALS)COW CAMP FUELS REDUCTION PROJECT,UA-RH-FH,2011-09-12,22.0,14 days 00:00:00.000000000,EA-RH-FH to UA-RH-FH,14
(PALS)COW CAMP FUELS REDUCTION PROJECT,INT_CUT,2011-09-16,45.0,4 days 00:00:00.000000000,UA-RH-FH to INT_CUT,4
(PALS)COW CAMP FUELS REDUCTION PROJECT,INT_CUT,2012-09-11,27.0,361 days 00:00:00.000000000,INT_CUT to INT_CUT,361
(PALS)COW CAMP FUELS REDUCTION PROJECT,INT_CUT,2012-09-12,22.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)COW CAMP FUELS REDUCTION PROJECT,INT_CUT,2014-03-11,11.0,545 days 00:00:00.000000000,INT_CUT to INT_CUT,545
(PALS)SOLDIER CREEK WUI: HAZARD FUELS REDUCTION PROJECT,INT_CUT,2012-03-21,55.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2016-09-15,4.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2016-10-14,26.0,29 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,29
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2017-08-15,36.0,305 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,305
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2017-08-24,28.0,9 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,9
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2017-09-01,34.0,8 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,8
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2017-11-15,19.0,75 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,75
(PALS)REDFISH 210 POST-INSECT OUTBREAK FUELS PROJECT DECISION MEMO,EA-RH-FH,2018-11-15,19.0,365 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,365
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-07-17,42.6,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-08-18,82.1,32 days 00:00:00.000000000,INT_CUT to INT_CUT,32
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-09-11,118.69999999999999,24 days 00:00:00.000000000,INT_CUT to INT_CUT,24
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-10-01,16.1,20 days 00:00:00.000000000,INT_CUT to INT_CUT,20
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-10-31,235.5,30 days 00:00:00.000000000,INT_CUT to INT_CUT,30
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-11-15,93.9,15 days 00:00:00.000000000,INT_CUT to INT_CUT,15
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2017-12-08,9.5,23 days 00:00:00.000000000,INT_CUT to INT_CUT,23
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-02-06,5.0,60 days 00:00:00.000000000,INT_CUT to INT_CUT,60
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-02-26,57.0,20 days 00:00:00.000000000,INT_CUT to INT_CUT,20
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-02-28,38.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-RH-FH,2018-05-31,10.0,92 days 00:00:00.000000000,INT_CUT to EA-RH-FH,92
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-05-31,103.1,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-RH-FH,2018-06-15,3.0,15 days 00:00:00.000000000,INT_CUT to EA-RH-FH,15
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-06-15,138.49999999999997,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-07-13,254.40000000000003,28 days 00:00:00.000000000,INT_CUT to INT_CUT,28
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,UA-RH-FH,2018-07-13,11.0,0 days 00:00:00.000000000,UA-RH-FH and INT_CUT same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-RH-FH,2018-07-13,48.0,0 days 00:00:00.000000000,EA-RH-FH and UA-RH-FH same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-RH-FH,2018-08-10,9.0,28 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,28
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2018-08-10,6.3,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-NRH-FH,2019-10-01,14.0,417 days 00:00:00.000000000,INT_CUT to EA-NRH-FH,417
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2019-11-18,52.0,48 days 00:00:00.000000000,EA-NRH-FH to INT_CUT,48
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-06-03,8.0,198 days 00:00:00.000000000,INT_CUT to INT_CUT,198
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-06-10,12.0,7 days 00:00:00.000000000,INT_CUT to INT_CUT,7
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-07-08,40.0,28 days 00:00:00.000000000,INT_CUT to INT_CUT,28
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-07-13,20.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-07-16,18.0,3 days 00:00:00.000000000,INT_CUT to INT_CUT,3
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-07-21,9.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-07-24,7.0,3 days 00:00:00.000000000,INT_CUT to INT_CUT,3
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-08-05,20.0,12 days 00:00:00.000000000,INT_CUT to INT_CUT,12
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,EA-NRH-FH,2020-08-18,18.0,13 days 00:00:00.000000000,INT_CUT to EA-NRH-FH,13
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-08-18,7.0,0 days 00:00:00.000000000,INT_CUT and EA-NRH-FH same day,0
(PALS)FINAL RECORD OF DECISION LOST CREEK BOULDER CREEK PROJECT,INT_CUT,2020-08-20,18.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)EAST FORK LOST CREEK NORTHERN IDAHO GROUND SQUIRREL HABITAT IMPROVEMENT PR,INT_CUT,2011-12-01,57.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)EAST FORK LOST CREEK NORTHERN IDAHO GROUND SQUIRREL HABITAT IMPROVEMENT PR,INT_CUT,2012-01-13,31.0,43 days 00:00:00.000000000,INT_CUT to INT_CUT,43
(PALS)EAST FORK LOST CREEK NORTHERN IDAHO GROUND SQUIRREL HABITAT IMPROVEMENT PR,INT_CUT,2013-01-14,115.0,367 days 00:00:00.000000000,INT_CUT to INT_CUT,367
(PALS)EAST FORK LOST CREEK NORTHERN IDAHO GROUND SQUIRREL HABITAT IMPROVEMENT PR,INT_CUT,2013-01-15,87.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)EAST FORK LOST CREEK NORTHERN IDAHO GROUND SQUIRREL HABITAT IMPROVEMENT PR,INT_CUT,2013-04-15,17.0,90 days 00:00:00.000000000,INT_CUT to INT_CUT,90
REDTREE FUELS REDUCTION,EA-RH-FH,2006-09-14,11.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
REDTREE FUELS REDUCTION,EA-RH-FH,2007-09-24,5.0,375 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,375
REDTREE FUELS REDUCTION,INT_CUT,2007-10-15,91.0,21 days 00:00:00.000000000,EA-RH-FH to INT_CUT,21
REDTREE FUELS REDUCTION,EA-RH-FH,2007-11-30,11.0,46 days 00:00:00.000000000,INT_CUT to EA-RH-FH,46
REDTREE FUELS REDUCTION,INT_CUT,2007-11-30,46.0,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
REDTREE FUELS REDUCTION,INT_CUT,2008-01-22,67.0,53 days 00:00:00.000000000,INT_CUT to INT_CUT,53
REDTREE FUELS REDUCTION,INT_CUT,2008-11-30,34.0,313 days 00:00:00.000000000,INT_CUT to INT_CUT,313
REDTREE FUELS REDUCTION,INT_CUT,2009-09-09,166.0,283 days 00:00:00.000000000,INT_CUT to INT_CUT,283
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2013-11-05,36.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2013-12-12,56.0,37 days 00:00:00.000000000,INT_CUT to INT_CUT,37
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2014-01-15,57.0,34 days 00:00:00.000000000,INT_CUT to INT_CUT,34
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2014-02-12,97.0,28 days 00:00:00.000000000,INT_CUT to INT_CUT,28
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2014-04-17,9.0,64 days 00:00:00.000000000,INT_CUT to INT_CUT,64
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2014-05-20,101.0,33 days 00:00:00.000000000,INT_CUT to INT_CUT,33
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2014-06-23,204.0,34 days 00:00:00.000000000,INT_CUT to INT_CUT,34
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-01-05,4.0,196 days 00:00:00.000000000,INT_CUT to INT_CUT,196
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-02-14,66.0,40 days 00:00:00.000000000,INT_CUT to INT_CUT,40
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-03-17,30.0,31 days 00:00:00.000000000,INT_CUT to INT_CUT,31
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-08-26,167.0,162 days 00:00:00.000000000,INT_CUT to INT_CUT,162
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-09-20,43.0,25 days 00:00:00.000000000,INT_CUT to INT_CUT,25
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-10-01,145.0,11 days 00:00:00.000000000,INT_CUT to INT_CUT,11
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-10-15,50.0,14 days 00:00:00.000000000,INT_CUT to INT_CUT,14
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-11-01,18.0,17 days 00:00:00.000000000,INT_CUT to INT_CUT,17
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-11-15,29.0,14 days 00:00:00.000000000,INT_CUT to INT_CUT,14
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-12-01,33.0,16 days 00:00:00.000000000,INT_CUT to INT_CUT,16
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2015-12-15,120.0,14 days 00:00:00.000000000,INT_CUT to INT_CUT,14
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-02-14,190.0,61 days 00:00:00.000000000,INT_CUT to INT_CUT,61
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-06-01,24.0,108 days 00:00:00.000000000,INT_CUT to INT_CUT,108
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-07-15,16.0,44 days 00:00:00.000000000,INT_CUT to INT_CUT,44
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-08-03,386.0,19 days 00:00:00.000000000,INT_CUT to INT_CUT,19
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-09-15,49.0,43 days 00:00:00.000000000,INT_CUT to INT_CUT,43
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-09-20,4.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-10-14,6.0,24 days 00:00:00.000000000,INT_CUT to INT_CUT,24
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-10-15,316.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-11-05,119.0,21 days 00:00:00.000000000,INT_CUT to INT_CUT,21
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2016-12-01,8.0,26 days 00:00:00.000000000,INT_CUT to INT_CUT,26
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2017-06-12,37.0,193 days 00:00:00.000000000,INT_CUT to INT_CUT,193
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2017-06-23,87.0,11 days 00:00:00.000000000,INT_CUT to INT_CUT,11
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-07-11,4.0,383 days 00:00:00.000000000,INT_CUT to INT_CUT,383
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-07-16,56.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-08-12,12.0,27 days 00:00:00.000000000,INT_CUT to INT_CUT,27
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-08-13,36.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-08-15,26.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-09-10,29.0,26 days 00:00:00.000000000,INT_CUT to INT_CUT,26
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-09-12,10.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-09-17,30.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-09-19,24.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-09-24,32.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-10-01,16.0,7 days 00:00:00.000000000,INT_CUT to INT_CUT,7
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-10-10,52.0,9 days 00:00:00.000000000,INT_CUT to INT_CUT,9
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-10-15,300.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-11-01,76.0,17 days 00:00:00.000000000,INT_CUT to INT_CUT,17
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-11-10,79.0,9 days 00:00:00.000000000,INT_CUT to INT_CUT,9
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-11-15,16.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-11-19,14.0,4 days 00:00:00.000000000,INT_CUT to INT_CUT,4
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-12-10,5.0,21 days 00:00:00.000000000,INT_CUT to INT_CUT,21
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-12-15,76.0,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)MILL CREEK-COUNCIL MOUNTAIN LANDSCAPE RESTORATION PROJECT ROD,INT_CUT,2018-12-18,2.0,3 days 00:00:00.000000000,INT_CUT to INT_CUT,3
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,INT_CUT,2010-11-30,42.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,UA-RH-FH,2010-11-30,31.0,0 days 00:00:00.000000000,UA-RH-FH and INT_CUT same day,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,INT_CUT,2010-12-10,152.0,10 days 00:00:00.000000000,UA-RH-FH to INT_CUT,10
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,UA-RH-FH,2010-12-10,10.0,0 days 00:00:00.000000000,UA-RH-FH and INT_CUT same day,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,INT_CUT,2010-12-17,89.0,7 days 00:00:00.000000000,UA-RH-FH to INT_CUT,7
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,UA-RH-FH,2010-12-17,40.0,0 days 00:00:00.000000000,UA-RH-FH and INT_CUT same day,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,INT_CUT,2011-08-01,22.0,227 days 00:00:00.000000000,UA-RH-FH to INT_CUT,227
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT DN/FONSI,UA-RH-FH,2011-08-31,28.0,30 days 00:00:00.000000000,INT_CUT to UA-RH-FH,30
(PALS)LITTLE SKI HILL RUN EXPANSION PROJECT,HARV_NOSTOCK,2014-12-09,5.0,0 days 00:00:00.000000000,HARV_NOSTOCK initial,0
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-05,33.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-06,11.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-10,6.0,4 days 00:00:00.000000000,INT_CUT to INT_CUT,4
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-11,3.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-12,4.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-14,5.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-17,17.0,3 days 00:00:00.000000000,INT_CUT to INT_CUT,3
(PALS)UPPER SOUTH FORK BOISE RIVER VEGETATION MANAGEMENT PROJECT,INT_CUT,2012-09-18,4.0,1 days 00:00:00.000000000,INT_CUT to INT_CUT,1
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2011-01-05,227.79999999999998,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2011-02-14,271.3,40 days 00:00:00.000000000,INT_CUT to INT_CUT,40
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2011-06-23,46.4,129 days 00:00:00.000000000,INT_CUT to INT_CUT,129
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2012-01-05,422.4,196 days 00:00:00.000000000,INT_CUT to INT_CUT,196
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2012-02-14,102.6,40 days 00:00:00.000000000,INT_CUT to INT_CUT,40
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2012-03-15,100.4,30 days 00:00:00.000000000,INT_CUT to INT_CUT,30
(PALS)CROOKED RIVER VEGETATION MANGEMENT PROJECT,INT_CUT,2012-10-15,84.2,214 days 00:00:00.000000000,INT_CUT to INT_CUT,214
